LotArea,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,GrLivArea,GarageCars,GarageArea,Neighborhood,HouseStyle,RoofStyle,Exterior,Heating,SaleCondition,SalePrice
17636.0,5,7,1983,2068.0,879,2,670.0,Somerst,2Story,Gable,VinylSd,Grav,Partial,177922
,6,2,1999,391.0,996,2,678.0,CollgCr,1Story,Hip,HdBoard,Grav,Normal,199087
11151.0,9,4,1960,2950.0,3431,2,596.0,Edwards,1Story,Flat,VinylSd,GasA,Normal,389203
7600.0,5,5,1992,1128.0,2415,1,21.0,OldTown,1.5Fin,Flat,MetalSd,GasA,Partial,241038
9996.0,6,2,1959,1656.0,1458,3,272.0,NAmes,1.5Fin,Gable,MetalSd,GasA,Abnorml,211624
11007.0,6,8,1957,1727.0,2685,0,130.0,Edwards,1.5Fin,Gable,MetalSd,Grav,Normal,240306
14946.0,3,1,2021,1449.0,907,0,799.0,NAmes,SLvl,Gable,VinylSd,Grav,Abnorml,112961
6642.0,4,3,1968,228.0,684,0,288.0,CollgCr,2Story,Hip,VinylSd,GasA,Abnorml,98412
13312.0,1,1,2014,2031.0,988,1,191.0,Somerst,1Story,Gable,HdBoard,Grav,Normal,97352
9679.0,4,5,2004,351.0,2565,1,265.0,Somerst,1.5Fin,Hip,VinylSd,GasW,Abnorml,223971
10208.0,1,8,2001,2272.0,2220,1,772.0,Edwards,1Story,Hip,Wd Sdng,Grav,Partial,164734
12716.0,5,7,1952,233.0,1595,3,835.0,NAmes,1Story,Gable,Wd Sdng,Grav,Normal,222275
,8,9,2002,265.0,3182,1,242.0,OldTown,SLvl,Gable,HdBoard,GasA,Abnorml,343734
5444.0,8,2,1993,857.0,670,0,677.0,OldTown,1Story,Gable,HdBoard,Grav,Normal,157264
12757.0,5,8,1997,,3648,1,991.0,OldTown,SLvl,Flat,VinylSd,GasA,Abnorml,265212
16434.0,2,8,2003,498.0,899,0,613.0,NAmes,SLvl,Flat,VinylSd,Grav,Normal,68883
3060.0,6,6,1965,876.0,3457,2,680.0,Somerst,SLvl,Flat,HdBoard,Grav,Abnorml,329068
5420.0,1,3,1979,2258.0,3772,0,211.0,Somerst,2Story,Gable,VinylSd,Grav,Abnorml,192975
2301.0,7,2,1977,98.0,2278,2,584.0,Edwards,SLvl,Hip,HdBoard,GasA,Normal,298459
14468.0,4,8,1965,1644.0,738,3,700.0,NAmes,2Story,Hip,MetalSd,Grav,Partial,169634
18990.0,5,6,2000,1411.0,1840,1,910.0,CollgCr,SLvl,Flat,MetalSd,Grav,Partial,197824
2699.0,6,4,1982,,2046,3,819.0,CollgCr,SLvl,Hip,HdBoard,GasW,Normal,271777
2190.0,1,5,1974,2951.0,819,3,7.0,OldTown,SLvl,Flat,MetalSd,GasA,Normal,97069
12492.0,9,5,1967,523.0,3069,3,439.0,Somerst,SLvl,Hip,VinylSd,GasA,Partial,384752
19364.0,4,9,1975,2165.0,3075,2,609.0,Somerst,1.5Fin,Gable,Wd Sdng,Grav,Abnorml,253541
4975.0,8,9,1955,,3024,1,797.0,NAmes,1Story,Gable,HdBoard,Grav,Abnorml,334129
8102.0,5,8,1987,855.0,1848,3,585.0,NAmes,SLvl,Hip,HdBoard,GasW,Abnorml,264612
19568.0,8,8,1993,2256.0,1989,3,77.0,Edwards,1.5Fin,Flat,MetalSd,GasA,Partial,279732
3816.0,1,2,2016,1432.0,1258,0,891.0,NAmes,1Story,Gable,HdBoard,GasW,Normal,69013
2569.0,8,3,1992,480.0,2589,0,503.0,Edwards,1Story,Hip,MetalSd,GasA,Abnorml,276391
7442.0,4,8,1955,2970.0,733,1,673.0,OldTown,1Story,Flat,HdBoard,GasW,Normal,137872
,2,5,2013,1665.0,1055,0,698.0,OldTown,2Story,Hip,VinylSd,Grav,Partial,109503
5863.0,6,7,1962,328.0,2984,2,695.0,Somerst,SLvl,Flat,MetalSd,GasA,Partial,264409
14913.0,2,8,2014,1977.0,2454,2,213.0,Somerst,2Story,Hip,Wd Sdng,GasA,Partial,189030
9455.0,5,6,1987,416.0,1175,2,908.0,Somerst,1Story,Hip,VinylSd,Grav,Abnorml,189314
6014.0,2,5,2013,2301.0,1803,3,178.0,CollgCr,1.5Fin,Gable,HdBoard,GasA,Abnorml,192788
13093.0,3,8,1963,944.0,3775,1,570.0,Edwards,1.5Fin,Flat,MetalSd,Grav,Normal,245833
5009.0,6,1,1966,2052.0,3290,2,829.0,OldTown,2Story,Gable,VinylSd,Grav,Abnorml,329096
18538.0,1,1,1962,2350.0,1407,2,28.0,Edwards,SLvl,Gable,HdBoard,GasW,Normal,126210
12729.0,6,1,1955,979.0,1302,2,604.0,CollgCr,1Story,Gable,MetalSd,Grav,Normal,250581
3409.0,3,3,1955,1656.0,3877,2,61.0,CollgCr,SLvl,Hip,VinylSd,GasA,Partial,327728
14249.0,7,6,1986,,1350,2,134.0,OldTown,2Story,Hip,MetalSd,GasA,Normal,253416
2784.0,2,6,2006,1451.0,1496,2,427.0,OldTown,1.5Fin,Gable,HdBoard,GasA,Abnorml,139591
10096.0,6,5,2002,2783.0,1345,1,133.0,Somerst,1.5Fin,Flat,VinylSd,Grav,Abnorml,212063
9560.0,8,7,1995,1250.0,2506,2,482.0,CollgCr,2Story,Hip,HdBoard,Grav,Normal,326929
14533.0,1,5,1953,1677.0,3057,1,829.0,Somerst,1Story,Gable,VinylSd,GasA,Normal,198384
9343.0,9,2,1983,1586.0,1819,1,740.0,,2Story,Hip,HdBoard,GasW,Normal,294357
,5,4,2015,389.0,521,1,67.0,CollgCr,2Story,Gable,HdBoard,Grav,Abnorml,151732
7801.0,5,1,2012,849.0,2210,2,461.0,CollgCr,2Story,Hip,MetalSd,GasA,Normal,261492
18921.0,5,7,2010,818.0,1507,2,764.0,NAmes,1Story,Gable,MetalSd,GasA,Normal,249310
7986.0,6,4,1991,11.0,2544,1,453.0,CollgCr,1Story,Flat,VinylSd,GasA,Normal,226013
12647.0,2,4,2013,2384.0,741,1,16.0,Somerst,1.5Fin,Flat,VinylSd,GasA,Partial,118044
10716.0,6,4,1966,2654.0,3390,2,944.0,NAmes,SLvl,Flat,HdBoard,GasA,Partial,322331
14323.0,4,3,2010,2176.0,3125,0,151.0,CollgCr,1Story,Flat,MetalSd,GasA,Abnorml,220453
6780.0,8,8,1979,10.0,1917,0,460.0,NAmes,1Story,Flat,HdBoard,GasA,Partial,228834
4368.0,9,4,1992,489.0,3998,0,247.0,CollgCr,1Story,Gable,HdBoard,GasW,Abnorml,386010
14039.0,9,8,1956,2319.0,952,2,395.0,Edwards,2Story,Hip,VinylSd,GasA,Partial,258320
8655.0,8,9,1995,2928.0,3054,1,824.0,Somerst,SLvl,Gable,Wd Sdng,GasA,Partial,306125
10173.0,3,1,1972,2056.0,2129,0,156.0,Somerst,1.5Fin,Flat,HdBoard,Grav,Partial,165836
6495.0,4,4,1985,2934.0,2760,3,599.0,NAmes,1.5Fin,Gable,HdBoard,GasA,Abnorml,283736
12893.0,1,6,1963,1146.0,3812,3,317.0,Edwards,2Story,Gable,MetalSd,GasA,Abnorml,286630
15403.0,9,8,1969,2823.0,3540,1,97.0,NAmes,1.5Fin,Gable,Wd Sdng,GasW,Normal,374548
15121.0,5,6,2005,2328.0,2956,3,77.0,NAmes,2Story,Gable,Wd Sdng,GasW,Partial,295288
12966.0,6,6,1981,2505.0,1121,2,,OldTown,2Story,Flat,HdBoard,GasW,Abnorml,218507
2853.0,3,4,1974,2983.0,1058,3,900.0,NAmes,1Story,Gable,HdBoard,GasW,Normal,181201
18958.0,8,9,1998,2498.0,1371,1,295.0,CollgCr,1Story,Gable,Wd Sdng,GasA,Abnorml,247219
19532.0,7,7,2006,2838.0,3215,0,430.0,OldTown,1Story,Gable,HdBoard,GasW,Abnorml,307755
11907.0,1,6,1976,811.0,3139,2,,OldTown,SLvl,Flat,Wd Sdng,GasA,Normal,198965
6777.0,5,1,1976,55.0,1568,1,399.0,,SLvl,Gable,VinylSd,GasA,Abnorml,190245
17338.0,9,2,1995,,3254,2,12.0,OldTown,1.5Fin,Hip,MetalSd,GasW,Normal,359981
4491.0,6,6,1994,2426.0,1760,0,437.0,Somerst,SLvl,Flat,VinylSd,GasW,Partial,187307
17328.0,8,1,1975,1009.0,3270,0,398.0,OldTown,1Story,Flat,VinylSd,GasW,Partial,299401
16599.0,1,5,1963,22.0,3327,0,995.0,OldTown,SLvl,Gable,MetalSd,GasA,Abnorml,169107
5051.0,7,1,1997,771.0,3684,2,664.0,CollgCr,1.5Fin,Flat,VinylSd,GasA,Partial,335580
17979.0,3,3,1964,230.0,2302,3,399.0,Somerst,1Story,Hip,HdBoard,Grav,Partial,226074
18388.0,9,7,2000,209.0,1006,2,43.0,OldTown,SLvl,Hip,VinylSd,GasA,Abnorml,269259
2876.0,6,5,2003,1185.0,949,0,371.0,CollgCr,1Story,Hip,VinylSd,GasW,Normal,159038
6142.0,5,1,1960,1400.0,2413,2,373.0,,1.5Fin,Flat,HdBoard,GasA,Partial,233868
17202.0,8,1,1977,2913.0,3297,2,606.0,OldTown,1.5Fin,Flat,HdBoard,GasW,Normal,397886
8966.0,8,8,2004,1193.0,1037,3,558.0,NAmes,1Story,Hip,VinylSd,GasW,Partial,248029
9079.0,3,9,2018,898.0,2377,0,484.0,OldTown,2Story,Flat,VinylSd,GasW,Abnorml,166984
9987.0,2,7,2021,1497.0,1732,3,416.0,Somerst,1.5Fin,Flat,HdBoard,Grav,Abnorml,140139
8799.0,2,3,1975,1250.0,1813,0,83.0,OldTown,SLvl,Flat,MetalSd,GasA,Normal,140990
6465.0,5,6,2019,872.0,3045,1,665.0,Somerst,1.5Fin,Flat,HdBoard,Grav,Abnorml,303632
19019.0,7,3,1981,2410.0,3754,0,482.0,NAmes,1Story,Flat,MetalSd,GasW,Normal,323966
15417.0,8,4,1997,1578.0,1215,2,295.0,OldTown,1Story,Gable,HdBoard,Grav,Normal,243810
10311.0,8,4,1961,474.0,899,1,838.0,Somerst,1.5Fin,Flat,HdBoard,Grav,Partial,225483
19214.0,8,3,2019,194.0,1731,2,940.0,CollgCr,1Story,Gable,MetalSd,Grav,Normal,282700
16098.0,3,6,2010,2980.0,1946,1,105.0,OldTown,2Story,Gable,MetalSd,GasA,Normal,122387
7177.0,2,5,1983,1035.0,3961,2,606.0,NAmes,1.5Fin,Hip,MetalSd,GasW,Abnorml,281000
16262.0,4,9,1994,2006.0,3937,1,208.0,CollgCr,2Story,Flat,VinylSd,Grav,Normal,329351
10308.0,1,9,2009,2831.0,3131,1,682.0,OldTown,1.5Fin,Flat,MetalSd,Grav,Partial,192668
7949.0,3,3,2014,528.0,1959,2,967.0,,2Story,Gable,HdBoard,GasW,Normal,185776
3150.0,9,9,2020,270.0,1420,1,790.0,Edwards,SLvl,Gable,HdBoard,GasA,Abnorml,281893
,7,3,1962,2585.0,3883,2,814.0,CollgCr,1Story,Hip,Wd Sdng,GasW,Normal,377668
11204.0,7,4,1997,1580.0,2886,3,811.0,Somerst,1Story,Gable,HdBoard,GasW,Normal,332761
3081.0,1,1,1998,1921.0,3718,2,,CollgCr,1.5Fin,Gable,Wd Sdng,GasA,Abnorml,251360
18896.0,7,5,2007,,2543,3,169.0,OldTown,1.5Fin,Flat,VinylSd,GasW,Normal,328559
15407.0,7,9,2019,2112.0,2239,1,779.0,NAmes,2Story,Flat,MetalSd,Grav,Normal,243486
9805.0,4,2,2010,2909.0,956,0,509.0,NAmes,1Story,Gable,MetalSd,GasA,Abnorml,104827
7237.0,7,4,1975,1821.0,2384,3,349.0,CollgCr,1Story,Hip,Wd Sdng,GasW,Partial,278371
18943.0,8,2,1988,489.0,1934,0,,Edwards,2Story,Hip,VinylSd,GasA,Partial,226428
14775.0,3,8,2007,361.0,1144,0,590.0,OldTown,SLvl,Flat,Wd Sdng,Grav,Partial,133410
18244.0,2,9,1976,2619.0,2829,2,465.0,Somerst,SLvl,Hip,MetalSd,Grav,Partial,227707
15184.0,7,3,1989,994.0,913,2,984.0,OldTown,SLvl,Gable,HdBoard,GasA,Partial,224605
,5,9,1980,768.0,2113,0,908.0,Edwards,1.5Fin,Flat,MetalSd,GasA,Partial,238888
15500.0,5,6,1952,1042.0,3668,2,727.0,Somerst,2Story,Flat,VinylSd,GasA,Abnorml,307233
11662.0,5,6,1964,544.0,2710,0,80.0,,2Story,Gable,VinylSd,Grav,Abnorml,221700
18964.0,7,7,2003,978.0,1342,2,448.0,OldTown,SLvl,Flat,Wd Sdng,Grav,Normal,239552
17125.0,9,5,2019,931.0,1960,2,631.0,OldTown,2Story,Flat,MetalSd,Grav,Normal,330842
10130.0,8,6,1960,,3767,2,100.0,CollgCr,2Story,Hip,VinylSd,Grav,Abnorml,366533
3679.0,6,1,1979,2010.0,2151,0,368.0,Edwards,SLvl,Flat,MetalSd,GasW,Partial,266390
5506.0,7,3,1984,237.0,660,1,794.0,NAmes,1.5Fin,Hip,MetalSd,Grav,Partial,186565
15284.0,9,9,1992,2509.0,754,2,659.0,Edwards,2Story,Hip,Wd Sdng,GasA,Abnorml,257959
,6,5,2010,1250.0,1593,2,529.0,Edwards,1Story,Flat,HdBoard,GasA,Partial,232901
11435.0,1,5,1989,850.0,2959,0,831.0,Somerst,1.5Fin,Flat,MetalSd,GasW,Partial,160010
,4,8,1991,2968.0,3261,3,764.0,,2Story,Gable,MetalSd,GasW,Abnorml,306255
15296.0,8,2,1991,2954.0,2542,0,264.0,CollgCr,2Story,Flat,HdBoard,GasW,Partial,217599
15245.0,7,7,1952,776.0,535,2,201.0,NAmes,1Story,Flat,Wd Sdng,GasA,Partial,189977
13151.0,3,9,1970,,3876,2,117.0,OldTown,2Story,Flat,HdBoard,GasW,Normal,299704
12457.0,3,7,2002,2659.0,3277,1,122.0,NAmes,1Story,Flat,MetalSd,GasW,Normal,209814
4479.0,3,5,1993,633.0,2513,2,24.0,NAmes,1Story,Gable,Wd Sdng,GasA,Partial,201632
6452.0,1,6,1995,,969,3,368.0,NAmes,2Story,Flat,HdBoard,GasA,Abnorml,103587
7881.0,1,4,1986,1248.0,808,2,384.0,CollgCr,1.5Fin,Flat,Wd Sdng,Grav,Normal,83798
16069.0,6,7,1987,982.0,3768,2,570.0,CollgCr,1.5Fin,Flat,VinylSd,GasW,Partial,326352
4849.0,1,1,1987,2510.0,2421,1,931.0,NAmes,2Story,Hip,Wd Sdng,GasA,Partial,135677
9390.0,5,4,1960,662.0,980,3,273.0,OldTown,2Story,Gable,MetalSd,GasW,Normal,192580
,4,3,1994,989.0,3907,3,46.0,OldTown,SLvl,Hip,VinylSd,Grav,Abnorml,336461
4489.0,5,4,2013,1616.0,2362,2,334.0,OldTown,SLvl,Flat,MetalSd,GasW,Normal,255749
11823.0,7,1,1993,2478.0,3251,3,416.0,,SLvl,Flat,Wd Sdng,GasW,Abnorml,368085
11207.0,6,2,2011,2925.0,1288,1,533.0,Somerst,1.5Fin,Gable,HdBoard,Grav,Abnorml,195388
11540.0,9,9,2010,,790,0,,OldTown,SLvl,Hip,Wd Sdng,GasW,Abnorml,244683
18364.0,6,7,1961,,929,2,320.0,Somerst,2Story,Hip,Wd Sdng,Grav,Partial,170935
6611.0,9,6,1958,1635.0,1097,2,138.0,NAmes,2Story,Flat,HdBoard,Grav,Normal,291074
7878.0,4,2,2016,104.0,931,3,106.0,OldTown,1Story,Hip,Wd Sdng,Grav,Abnorml,193393
18347.0,1,1,1951,2299.0,2057,2,,NAmes,1.5Fin,Hip,HdBoard,GasW,Partial,121297
2851.0,1,2,1957,2692.0,3193,2,345.0,NAmes,SLvl,Flat,MetalSd,GasW,Normal,219012
8833.0,7,7,1992,1122.0,1004,1,709.0,Edwards,1Story,Flat,VinylSd,GasA,Normal,202674
13938.0,3,2,1967,177.0,1172,0,992.0,NAmes,1.5Fin,Hip,MetalSd,GasW,Abnorml,116475
4427.0,2,3,2001,1288.0,3354,0,446.0,NAmes,1Story,Flat,VinylSd,GasW,Normal,209020
6000.0,6,8,1988,1155.0,2078,3,461.0,CollgCr,1.5Fin,Gable,HdBoard,Grav,Abnorml,256514
7052.0,6,7,1980,1222.0,1932,1,215.0,NAmes,1.5Fin,Flat,VinylSd,Grav,Partial,250375
4738.0,7,9,1963,719.0,1925,1,,OldTown,1Story,Hip,MetalSd,GasW,Normal,251331
7387.0,5,4,2013,2939.0,540,1,381.0,CollgCr,SLvl,Hip,Wd Sdng,GasW,Normal,119507
10002.0,8,7,1993,408.0,883,1,48.0,Edwards,2Story,Flat,Wd Sdng,GasW,Normal,218397
7536.0,7,1,2009,2309.0,3433,2,616.0,Edwards,SLvl,Gable,MetalSd,GasA,Normal,332165
15479.0,2,2,1951,2789.0,1814,3,656.0,NAmes,1.5Fin,Flat,HdBoard,GasA,Abnorml,188017
5913.0,1,7,1981,653.0,2315,3,,Somerst,2Story,Gable,MetalSd,Grav,Normal,154445
19450.0,9,2,1985,2622.0,682,2,525.0,Edwards,2Story,Gable,Wd Sdng,GasW,Normal,284155
12636.0,5,6,2004,2165.0,3311,3,338.0,Edwards,SLvl,Gable,VinylSd,Grav,Partial,312960
,5,9,2012,307.0,2395,1,7.0,Edwards,SLvl,Gable,VinylSd,GasA,Normal,210025
5373.0,4,5,2018,489.0,1563,2,695.0,OldTown,SLvl,Gable,HdBoard,GasA,Abnorml,184111
14161.0,2,7,1989,,2122,2,22.0,Somerst,1Story,Gable,HdBoard,GasA,Abnorml,166447
4082.0,5,1,1973,2804.0,3796,0,,NAmes,2Story,Hip,VinylSd,Grav,Normal,273899
18281.0,2,8,2007,2695.0,1808,2,577.0,NAmes,2Story,Gable,Wd Sdng,GasA,Abnorml,168901
17305.0,7,9,1977,607.0,637,0,770.0,CollgCr,1.5Fin,Gable,VinylSd,GasW,Normal,216459
11817.0,9,5,2011,2784.0,834,2,436.0,OldTown,1.5Fin,Hip,MetalSd,Grav,Abnorml,289087
13261.0,9,6,1974,1549.0,637,3,908.0,Somerst,1.5Fin,Gable,VinylSd,GasA,Partial,260875
2417.0,6,8,1956,23.0,1997,0,,CollgCr,SLvl,Hip,MetalSd,Grav,Partial,204237
,1,4,1987,1215.0,987,0,593.0,Somerst,2Story,Gable,MetalSd,Grav,Normal,74948
5267.0,6,2,2020,752.0,1075,0,512.0,,SLvl,Hip,Wd Sdng,Grav,Partial,188511
19209.0,5,8,1994,348.0,3176,0,996.0,Somerst,SLvl,Flat,MetalSd,GasA,Abnorml,262872
7745.0,4,2,1981,24.0,2133,1,276.0,CollgCr,1.5Fin,Hip,MetalSd,GasA,Abnorml,216551
13338.0,6,5,1981,1014.0,1669,2,491.0,OldTown,1.5Fin,Flat,HdBoard,GasW,Normal,242327
,6,6,1950,598.0,1397,1,82.0,OldTown,1.5Fin,Hip,MetalSd,GasW,Normal,210543
9543.0,6,5,1994,1768.0,2956,3,311.0,Edwards,1Story,Flat,MetalSd,GasW,Partial,288475
9587.0,2,6,2013,,2033,2,101.0,NAmes,2Story,Flat,MetalSd,GasW,Abnorml,169043
2728.0,7,6,2017,2957.0,1608,1,225.0,CollgCr,SLvl,Hip,MetalSd,GasW,Abnorml,273616
13657.0,4,3,1956,958.0,2086,2,385.0,NAmes,1Story,Gable,Wd Sdng,Grav,Abnorml,224094
7988.0,9,3,1987,1591.0,1532,1,467.0,Edwards,1Story,Flat,VinylSd,GasW,Partial,294967
4967.0,2,9,2019,1051.0,1358,3,798.0,Somerst,1Story,Hip,VinylSd,GasA,Partial,193126
16527.0,5,3,2002,2588.0,1612,1,140.0,Somerst,1.5Fin,Flat,VinylSd,Grav,Abnorml,172015
18048.0,4,3,1979,2538.0,1612,3,525.0,Edwards,1Story,Hip,MetalSd,GasW,Normal,257581
19506.0,9,2,1971,2535.0,2766,0,997.0,OldTown,2Story,Flat,HdBoard,GasW,Partial,337762
19955.0,4,7,2007,,3389,1,331.0,CollgCr,1Story,Hip,HdBoard,Grav,Normal,287691
7073.0,8,4,2004,171.0,849,0,952.0,Edwards,1Story,Gable,MetalSd,Grav,Partial,189047
,8,1,1995,2085.0,2423,3,268.0,Edwards,SLvl,Flat,Wd Sdng,Grav,Partial,340634
4143.0,6,6,1975,298.0,904,0,343.0,CollgCr,2Story,Gable,HdBoard,Grav,Abnorml,149175
9357.0,6,5,2013,647.0,3732,1,999.0,OldTown,1.5Fin,Hip,Wd Sdng,GasW,Abnorml,324592
14043.0,8,2,1958,747.0,542,2,862.0,OldTown,SLvl,Gable,VinylSd,Grav,Partial,223836
5440.0,9,6,1964,1780.0,2281,1,653.0,CollgCr,SLvl,Gable,VinylSd,Grav,Partial,304273
7644.0,5,1,1968,1475.0,2805,0,881.0,NAmes,SLvl,Hip,HdBoard,GasW,Abnorml,263261
12518.0,1,3,1965,1492.0,2378,0,93.0,Somerst,1Story,Hip,HdBoard,Grav,Abnorml,128502
,1,4,1974,1108.0,3730,1,922.0,CollgCr,2Story,Gable,MetalSd,GasA,Normal,181256
4914.0,2,3,2000,,3703,1,611.0,OldTown,1Story,Hip,Wd Sdng,GasW,Normal,235274
15584.0,5,6,1995,2060.0,1351,1,69.0,NAmes,SLvl,Hip,VinylSd,GasW,Normal,207620
14144.0,4,4,1956,2306.0,1568,1,125.0,Edwards,1Story,Hip,HdBoard,Grav,Abnorml,222517
16397.0,1,1,1983,979.0,3892,3,885.0,Edwards,1.5Fin,Gable,Wd Sdng,GasW,Abnorml,285914
10787.0,4,5,2007,1123.0,1513,2,382.0,Edwards,2Story,Flat,HdBoard,GasW,Normal,206987
16191.0,4,5,1972,615.0,1717,0,187.0,Somerst,SLvl,Gable,MetalSd,GasW,Abnorml,158276
2728.0,4,9,1972,1284.0,2041,3,505.0,OldTown,SLvl,Flat,Wd Sdng,GasA,Normal,273118
19749.0,1,8,1966,2325.0,1786,1,581.0,NAmes,1Story,Flat,VinylSd,GasW,Normal,137986
2698.0,9,8,1962,953.0,2982,1,910.0,OldTown,1Story,Flat,HdBoard,GasA,Normal,358566
9186.0,3,5,1976,2855.0,1029,3,311.0,Somerst,SLvl,Flat,Wd Sdng,GasA,Partial,169014
16512.0,4,8,2015,1623.0,2410,1,855.0,Somerst,SLvl,Gable,MetalSd,GasW,Normal,192334
15923.0,5,7,1979,1540.0,3868,0,957.0,CollgCr,2Story,Gable,Wd Sdng,GasW,Partial,301077
18779.0,7,1,1953,2703.0,2616,0,780.0,OldTown,1Story,Gable,MetalSd,Grav,Normal,241706
9400.0,6,7,2016,1140.0,1548,0,134.0,Edwards,1.5Fin,Flat,HdBoard,GasA,Partial,213939
6171.0,5,8,1963,2830.0,3115,3,,CollgCr,2Story,Gable,MetalSd,GasW,Normal,307473
6360.0,8,3,1960,498.0,1012,1,148.0,OldTown,1.5Fin,Gable,VinylSd,GasW,Abnorml,212959
4502.0,1,9,1989,2252.0,2517,3,101.0,CollgCr,2Story,Flat,Wd Sdng,GasA,Partial,213374
19101.0,7,8,1952,586.0,682,0,357.0,CollgCr,SLvl,Flat,VinylSd,GasA,Normal,166932
7486.0,6,2,1950,1103.0,2601,3,141.0,NAmes,1Story,Hip,HdBoard,GasW,Abnorml,288364
10335.0,5,6,1958,,1604,1,770.0,CollgCr,2Story,Hip,VinylSd,GasA,Abnorml,205879
6491.0,7,4,1950,613.0,659,1,830.0,Somerst,SLvl,Gable,VinylSd,GasW,Normal,187633
13130.0,3,3,1965,643.0,2507,2,170.0,Edwards,SLvl,Gable,Wd Sdng,GasW,Abnorml,220018
9651.0,1,6,2021,2868.0,3957,2,364.0,NAmes,2Story,Gable,VinylSd,GasA,Abnorml,268496
3167.0,9,9,1995,57.0,1972,2,738.0,CollgCr,2Story,Gable,Wd Sdng,GasW,Abnorml,293832
3062.0,2,2,1959,1135.0,1237,0,11.0,NAmes,1Story,Flat,HdBoard,GasW,Normal,85388
13174.0,3,5,1982,596.0,2811,2,54.0,Edwards,SLvl,Flat,VinylSd,GasA,Partial,225894
6729.0,8,6,1990,1849.0,3168,0,501.0,Edwards,SLvl,Hip,Wd Sdng,Grav,Normal,317141
11348.0,9,4,2000,2362.0,2477,3,980.0,NAmes,1Story,Flat,MetalSd,GasW,Normal,361692
7334.0,3,7,1971,161.0,3553,1,954.0,OldTown,SLvl,Flat,Wd Sdng,GasW,Partial,291485
10924.0,6,2,1965,1821.0,3880,3,757.0,Edwards,1.5Fin,Gable,VinylSd,GasA,Normal,358144
6330.0,7,7,2011,1973.0,3615,2,885.0,Somerst,SLvl,Hip,VinylSd,GasA,Partial,351474
8801.0,1,2,2002,323.0,700,2,915.0,Somerst,1.5Fin,Flat,Wd Sdng,GasA,Abnorml,71969
6846.0,7,1,1963,2765.0,1807,0,891.0,CollgCr,1Story,Flat,Wd Sdng,GasA,Abnorml,214892
8731.0,4,5,2008,2627.0,2694,0,602.0,OldTown,1Story,Hip,Wd Sdng,GasA,Normal,228245
17368.0,5,2,1975,898.0,1963,3,324.0,OldTown,2Story,Gable,VinylSd,Grav,Normal,243930
,8,8,1993,759.0,3975,3,940.0,CollgCr,1Story,Gable,HdBoard,Grav,Abnorml,428690
4539.0,4,8,1969,,1210,2,822.0,Edwards,1.5Fin,Gable,HdBoard,GasW,Partial,193263
9056.0,4,1,1954,56.0,2269,0,698.0,NAmes,1Story,Flat,MetalSd,GasW,Abnorml,210838
13516.0,8,4,2014,1188.0,3755,0,842.0,OldTown,1.5Fin,Flat,VinylSd,Grav,Normal,318530
,5,9,1960,2344.0,3094,3,496.0,OldTown,1Story,Hip,VinylSd,Grav,Abnorml,313366
3542.0,6,5,1996,1027.0,2438,0,315.0,Edwards,SLvl,Flat,VinylSd,GasA,Abnorml,223204
15964.0,5,6,1959,2457.0,1732,3,700.0,NAmes,1Story,Gable,Wd Sdng,GasW,Partial,193921
19575.0,1,3,2010,,1371,1,809.0,Somerst,2Story,Gable,VinylSd,GasA,Abnorml,107968
8313.0,7,5,1994,1900.0,1074,2,,OldTown,1.5Fin,Flat,Wd Sdng,GasA,Partial,250859
19924.0,6,1,1996,1129.0,581,0,389.0,,1Story,Flat,MetalSd,GasA,Abnorml,163284
,2,8,1983,619.0,762,0,580.0,OldTown,SLvl,Gable,MetalSd,GasW,Partial,60465
11580.0,7,6,1962,778.0,3470,1,277.0,Somerst,2Story,Flat,VinylSd,GasW,Partial,384429
19749.0,6,2,1972,778.0,3610,1,320.0,CollgCr,SLvl,Flat,VinylSd,GasA,Abnorml,331833
10691.0,5,4,1985,2613.0,785,1,,Edwards,2Story,Hip,MetalSd,GasW,Abnorml,137415
9494.0,8,4,2012,,522,3,87.0,NAmes,SLvl,Hip,VinylSd,Grav,Abnorml,190187
6312.0,5,9,1996,1277.0,2531,3,147.0,CollgCr,SLvl,Flat,VinylSd,GasA,Partial,267458
3324.0,2,9,2015,,2850,1,765.0,NAmes,1.5Fin,Gable,VinylSd,GasA,Normal,158220
5141.0,6,5,1963,665.0,705,2,814.0,Somerst,SLvl,Gable,HdBoard,GasA,Normal,164654
3810.0,1,3,2002,127.0,1955,2,943.0,NAmes,2Story,Flat,VinylSd,GasA,Partial,113769
8588.0,5,1,2015,75.0,594,0,732.0,OldTown,SLvl,Flat,HdBoard,GasA,Partial,114627
7301.0,6,6,1998,886.0,3022,3,745.0,Somerst,1.5Fin,Hip,Wd Sdng,Grav,Partial,305428
17485.0,7,8,1965,1244.0,1899,2,535.0,CollgCr,SLvl,Gable,VinylSd,GasA,Abnorml,247475
13714.0,2,1,2017,2829.0,636,0,762.0,OldTown,1.5Fin,Gable,VinylSd,GasW,Abnorml,117804
6748.0,1,1,1992,2481.0,2698,2,327.0,OldTown,1.5Fin,Hip,HdBoard,GasW,Abnorml,181165
11435.0,6,7,2014,634.0,2537,3,97.0,Somerst,2Story,Gable,Wd Sdng,Grav,Normal,318412
